variant,threads,primes_count,time_s
numba_serial,1,348513,0.43816182400041725
numba_serial,1,348513,0.4404115839970473
numba_parallel,1,348513,0.4546771429995715
numba_parallel,1,348513,0.4467136879975442
numba_parallel,2,348513,0.28006986699983827
numba_parallel,2,348513,0.2725359690011828
numba_parallel,4,348513,0.19816689700019197
numba_parallel,4,348513,0.1624053530031233
numba_parallel,8,348513,0.14216856100028963
numba_parallel,8,348513,0.13442105000285665
