variant,threads,primes_count,time_s
numba_serial,1,5761455,31.05195716900198
numba_parallel,1,5761455,31.04036401399935
numba_parallel,2,5761455,21.03392891600015
numba_parallel,4,5761455,13.568069169999944
numba_parallel,8,5761455,9.636596798001847
