variant,threads,primes_count,time_s
numba_serial,1,3001134,11.449935443997674
numba_parallel,1,3001134,11.464117422001436
numba_parallel,2,3001134,8.350009365996812
numba_parallel,4,3001134,5.037753092998173
numba_parallel,8,3001134,3.5986805180000374
